HCPCS_CODE,HCPCS_DESCRIPTION,YEAR,NUMBER_OF_SUPPLIER_BENEFICIARIES,NUMBER_OF_SUPPLIER_CLAIMS
L5695,"Addition to lower extremity, above knee, pelvic control, sleeve suspension, neoprene or equal, each",2015,0.0,15.0
L5700,"Replacement, socket, below knee, molded to patient model",2013,270.0,369.0
L5700,"Replacement, socket, below knee, molded to patient model",2014,357.0,469.0
L5700,"Replacement, socket, below knee, molded to patient model",2015,481.0,574.0
L5701,"Replacement, socket, above knee/knee disarticulation, including attachment plate, molded to patient model",2013,48.0,52.0
L5701,"Replacement, socket, above knee/knee disarticulation, including attachment plate, molded to patient model",2014,46.0,50.0
L5701,"Replacement, socket, above knee/knee disarticulation, including attachment plate, molded to patient model",2015,51.0,80.0
L5704,"Custom shaped protective cover, below knee",2013,376.0,461.0
L5704,"Custom shaped protective cover, below knee",2014,549.0,649.0
L5704,"Custom shaped protective cover, below knee",2015,806.0,912.0
L5705,"Custom shaped protective cover, above knee",2013,0.0,23.0
L5705,"Custom shaped protective cover, above knee",2014,12.0,13.0
L5705,"Custom shaped protective cover, above knee",2015,28.0,29.0
L5781,"Addition to lower limb prosthesis, vacuum pump, residual limb volume management and moisture evacuation system",2013,11.0,22.0
L5781,"Addition to lower limb prosthesis, vacuum pump, residual limb volume management and moisture evacuation system",2015,26.0,27.0
L5812,"Addition, endoskeletal knee-shin system, single axis, friction swing and stance phase control (safety knee)",2013,22.0,23.0
L5845,"Addition, endoskeletal, knee-shin system, stance flexion feature, adjustable",2013,22.0,33.0
L5845,"Addition, endoskeletal, knee-shin system, stance flexion feature, adjustable",2014,48.0,59.0
L5845,"Addition, endoskeletal, knee-shin system, stance flexion feature, adjustable",2015,122.0,137.0
L5850,"Addition,  endoskeletal system, above knee or hip disarticulation, knee extension assist",2013,37.0,39.0
L5850,"Addition,  endoskeletal system, above knee or hip disarticulation, knee extension assist",2014,12.0,12.0
L5850,"Addition,  endoskeletal system, above knee or hip disarticulation, knee extension assist",2015,75.0,79.0
L5856,"Addition to lower extremity prosthesis, endoskeletal knee-shin system, microprocessor control feature, swing and stance phase, includes electronic sensor(s), any type",2015,11.0,11.0
L5910,"Addition,  endoskeletal system, below knee, alignable system",2013,1390.0,1833.0
L5910,"Addition,  endoskeletal system, below knee, alignable system",2014,1848.0,2373.0
L5910,"Addition,  endoskeletal system, below knee, alignable system",2015,2125.0,2646.0
L5920,"Addition, endoskeletal system, above knee or hip disarticulation, alignable system",2013,122.0,225.0
L5920,"Addition, endoskeletal system, above knee or hip disarticulation, alignable system",2014,192.0,208.0
L5920,"Addition, endoskeletal system, above knee or hip disarticulation, alignable system",2015,228.0,318.0
L5925,"Addition, endoskeletal system, above knee, knee disarticulation or hip disarticulation, manual lock",2013,14.0,14.0
L5925,"Addition, endoskeletal system, above knee, knee disarticulation or hip disarticulation, manual lock",2015,11.0,11.0
L5940,"Addition,  endoskeletal system, below knee, ultra-light material (titanium, carbon fiber or equal)",2013,1265.0,1528.0
L5940,"Addition,  endoskeletal system, below knee, ultra-light material (titanium, carbon fiber or equal)",2014,1705.0,2201.0
L5940,"Addition,  endoskeletal system, below knee, ultra-light material (titanium, carbon fiber or equal)",2015,1882.0,2327.0
L5950,"Addition,  endoskeletal system, above knee, ultra-light material (titanium, carbon fiber or equal)",2013,131.0,227.0
L5950,"Addition,  endoskeletal system, above knee, ultra-light material (titanium, carbon fiber or equal)",2014,206.0,244.0
L5950,"Addition,  endoskeletal system, above knee, ultra-light material (titanium, carbon fiber or equal)",2015,255.0,299.0
L5962,"Addition, endoskeletal system, below knee, flexible protective outer surface covering system",2013,167.0,217.0
L5962,"Addition, endoskeletal system, below knee, flexible protective outer surface covering system",2014,191.0,257.0
L5962,"Addition, endoskeletal system, below knee, flexible protective outer surface covering system",2015,231.0,283.0
L5964,"Addition, endoskeletal system, above knee, flexible protective outer surface covering system",2014,0.0,11.0
L5964,"Addition, endoskeletal system, above knee, flexible protective outer surface covering system",2015,30.0,33.0
L5968,"Addition to lower limb prosthesis, multiaxial ankle with swing phase active dorsiflexion feature",2013,25.0,25.0
L5968,"Addition to lower limb prosthesis, multiaxial ankle with swing phase active dorsiflexion feature",2014,66.0,69.0
L5968,"Addition to lower limb prosthesis, multiaxial ankle with swing phase active dorsiflexion feature",2015,78.0,81.0
L5972,"All lower extremity prostheses, foot, flexible keel",2013,210.0,273.0
L5972,"All lower extremity prostheses, foot, flexible keel",2014,272.0,309.0
L5972,"All lower extremity prostheses, foot, flexible keel",2015,528.0,593.0
L5974,"All lower extremity prostheses, foot, single axis ankle/foot",2013,17.0,17.0
L5974,"All lower extremity prostheses, foot, single axis ankle/foot",2015,0.0,11.0
L5979,"All lower extremity prosthesis, multi-axial ankle, dynamic response foot, one piece system",2013,11.0,11.0
L5980,"All lower extremity prostheses, flex foot system",2014,25.0,25.0
L5980,"All lower extremity prostheses, flex foot system",2015,0.0,11.0
L5981,"All lower extremity prostheses, flex-walk system or equal",2013,67.0,68.0
L5981,"All lower extremity prostheses, flex-walk system or equal",2014,112.0,114.0
L5981,"All lower extremity prostheses, flex-walk system or equal",2015,87.0,102.0
L5984,"All endoskeletal lower extremity prosthesis, axial rotation unit, with or without adjustability",2013,31.0,35.0
L5984,"All endoskeletal lower extremity prosthesis, axial rotation unit, with or without adjustability",2014,26.0,39.0
L5984,"All endoskeletal lower extremity prosthesis, axial rotation unit, with or without adjustability",2015,65.0,69.0
L5986,"All lower extremity prostheses, multi-axial rotation unit ('mcp' or equal)",2013,489.0,576.0
L5986,"All lower extremity prostheses, multi-axial rotation unit ('mcp' or equal)",2014,588.0,691.0
L5986,"All lower extremity prostheses, multi-axial rotation unit ('mcp' or equal)",2015,980.0,1084.0
L5987,"All lower extremity prosthesis, shank foot system with vertical loading pylon",2014,13.0,13.0
L5987,"All lower extremity prosthesis, shank foot system with vertical loading pylon",2015,24.0,26.0
L5988,"Addition to lower limb prosthesis, vertical shock reducing pylon feature",2013,17.0,17.0
L5988,"Addition to lower limb prosthesis, vertical shock reducing pylon feature",2015,75.0,91.0
L6641,"Upper extremity addition,  excursion amplifier, pulley type",2013,235.0,238.0
L6641,"Upper extremity addition,  excursion amplifier, pulley type",2014,297.0,301.0
L6641,"Upper extremity addition,  excursion amplifier, pulley type",2015,262.0,263.0
L6680,"Upper extremity addition,  test socket, wrist disarticulation or below elbow",2013,0.0,11.0
L6692,"Upper extremity addition, silicone gel insert or equal, each",2013,52.0,57.0
L6692,"Upper extremity addition, silicone gel insert or equal, each",2014,27.0,33.0
L6692,"Upper extremity addition, silicone gel insert or equal, each",2015,12.0,13.0
L6882,"Microprocessor control feature, addition to upper limb prosthetic terminal device",2013,0.0,11.0
L7367,"Lithium ion battery, rechargeable, replacement",2015,0.0,30.0
L7367,"Lithium ion battery, replacement",2014,0.0,35.0
L7510,"Repair of prosthetic device, repair or replace minor parts",2013,45.0,105.0
L7510,"Repair of prosthetic device, repair or replace minor parts",2014,118.0,253.0
L7510,"Repair of prosthetic device, repair or replace minor parts",2015,146.0,228.0
L7520,"Repair prosthetic device, labor component, per 15 minutes",2013,294.0,826.0
L7520,"Repair prosthetic device, labor component, per 15 minutes",2014,351.0,1239.0
L7520,"Repair prosthetic device, labor component, per 15 minutes",2015,447.0,1113.0
L7900,Male vacuum erection system,2013,5989.0,6040.0
L7900,Male vacuum erection system,2014,2148.0,2170.0
L7900,Male vacuum erection system,2015,193.0,193.0
L8000,"Breast prosthesis, mastectomy bra, without integrated breast prosthesis form, any size, any type",2013,33362.0,58339.0
L8000,"Breast prosthesis, mastectomy bra, without integrated breast prosthesis form, any size, any type",2014,30880.0,55500.0
L8000,"Breast prosthesis, mastectomy bra, without integrated breast prosthesis form, any size, any type",2015,31039.0,56924.0
L8001,"Breast prosthesis, mastectomy bra, with integrated breast prosthesis form, unilateral, any size, any type",2013,67.0,89.0
L8001,"Breast prosthesis, mastectomy bra, with integrated breast prosthesis form, unilateral, any size, any type",2014,72.0,127.0
L8001,"Breast prosthesis, mastectomy bra, with integrated breast prosthesis form, unilateral, any size, any type",2015,56.0,67.0
L8002,"Breast prosthesis, mastectomy bra, with integrated breast prosthesis form, bilateral, any size, any type",2013,49.0,51.0
L8002,"Breast prosthesis, mastectomy bra, with integrated breast prosthesis form, bilateral, any size, any type",2014,49.0,50.0
L8002,"Breast prosthesis, mastectomy bra, with integrated breast prosthesis form, bilateral, any size, any type",2015,38.0,44.0
L8015,"External breast prosthesis garment, with mastectomy form, post mastectomy",2013,1293.0,1488.0
L8015,"External breast prosthesis garment, with mastectomy form, post mastectomy",2014,1245.0,1401.0
L8015,"External breast prosthesis garment, with mastectomy form, post mastectomy",2015,1315.0,1514.0
L8020,"Breast prosthesis, mastectomy form",2013,1729.0,2246.0
L8020,"Breast prosthesis, mastectomy form",2014,1229.0,1742.0
L8020,"Breast prosthesis, mastectomy form",2015,1168.0,1618.0
L8030,"Breast prosthesis, silicone or equal, without integral adhesive",2013,11099.0,11306.0
L8030,"Breast prosthesis, silicone or equal, without integral adhesive",2014,9981.0,10133.0
L8030,"Breast prosthesis, silicone or equal, without integral adhesive",2015,9886.0,10074.0
L8032,"Nipple prosthesis, reusable, any type, each",2013,64.0,146.0
L8032,"Nipple prosthesis, reusable, any type, each",2014,46.0,104.0
L8032,"Nipple prosthesis, reusable, any type, each",2015,16.0,68.0
L8049,"Repair or modification of maxillofacial prosthesis, labor component, 15 minute increments, provided by a non-physician",2013,0.0,38.0
L8049,"Repair or modification of maxillofacial prosthesis, labor component, 15 minute increments, provided by a non-physician",2014,0.0,34.0
L8049,"Repair or modification of maxillofacial prosthesis, labor component, 15 minute increments, provided by a non-physician",2015,0.0,32.0
L8400,"Prosthetic sheath, below knee, each",2013,415.0,596.0
L8400,"Prosthetic sheath, below knee, each",2014,527.0,683.0
L8400,"Prosthetic sheath, below knee, each",2015,599.0,779.0
L8410,"Prosthetic sheath, above knee, each",2013,0.0,12.0
L8410,"Prosthetic sheath, above knee, each",2015,16.0,29.0
L8417,"Prosthetic sheath/sock, including a gel cushion layer, below knee or above knee, each",2013,11.0,22.0
L8417,"Prosthetic sheath/sock, including a gel cushion layer, below knee or above knee, each",2014,0.0,24.0
